id_recebimento_raw,id_transacao_raw,data_recebimento,valor_recebido,metodo_recebimento,comprovante,ingestion_id,ingestion_ts,source_system,source_entity,row_seq,raw_row_hash
20,1955,12-07-2024,3,PIX,RECB-1FE38F8CE6C,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,20,f17d511411b1b418db8e5e65a73df13e2453e64866697d9a5d876ab3efc83861
21,30744,2024/03/21,957,PIX,RECB-BF536453673,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,21,d53c21bd5b021525ca3f212cc35b68232643c5da122a8ccb8469a32b0ac0993e
22,25760,10-11-2025,2.974,Pix,RECB-B58A173860A,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,22,f967fa24772ac14be1ee1002eb102193316a547df2939d78261ba6515b59b2f1
23,22392,24/09/2024,"R$7011,33",PIX,RECB-A7C65984111,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,23,9700858f4cad46e741c645041e0b10dcd5b7246e4a8af9bfc9ef25ec476f426f
24,12763,Jul 01 2025,"R$2,52",boleto,RECB-57478B53831,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,24,c00d813695dd6cc2a65af345609709e0c238d8c09a2410644c81a051cab5c683
25,6578,29/06/2024,"3.656,48",PIX,RECB-11E7B8CD623,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,25,54c085026df364c15e47039044eb27440e6a3f47193b855cd16e314309da2681
26,7527,22/04/25,"R$2357,33",PIX,RECB-E248E3ABDBE,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,26,db6f8817786e3f4811629e7f3678d120e65b75832419d7b7768a3b2851bca23b
27,409,10/11/25,2.063,TRANSFERENCIA,RECB-50BFE41B09D,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,27,f2a936596e2fd09ccf10099e38e9d87fb31a6b4df0efffd1df574023b7019db6
28,27056,01-27-2025,1713.39,PIX,RECB-7EB18A65862,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,28,912db8fe6a3db038f3c6ca43c572a1d0f347c9cefe170525fda0cc612908f945
29,8285,04-17-2025,4.439,BOLETO,RECB-2D498E96A14,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,29,113898b3f3a0321ae7c38b67513b821ccf4359421c024711848c4408556ffb08
30,34946,2025-06-14,2,BOLETO,RECB-2D16ACCF2BB,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,30,c2ea2de5592170ee351926f80e5c8e139e2a90f54c2385161093eda6ee7b5cca
31,25970,Nov 19 2024,"R$736,37", TED ,RECB-F9667D3B4A2,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,31,c6089849470a2443b12107ef01781b4f68eaf37fc95cf4daaeacd83bfb669359
32,36136,2024/12/27,"R$7702,92",TED,RECB-F22215CBB2F,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,32,5fa3f2e66256f660ba5e88150f73c95791eadb8bebaac6b7388d2fd280cf7e0c
33,24116,27-11-2024,5747,Ted,RECB-4B8615A4674,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,33,344c7b49f9591c352ff5a97e95dcfab51081f0c9ec293fed66ecac727802cdd6
34,24258,08/10/25,"R$ 5.912,54",TED,RECB-0C90E65B5E6,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,34,b81347ffb4192c789dc27261c2ed6f9aef249cb4a0bf25d6698ec952adce378c
35,29845,Sep 17 2024,"2.597,00",BOLETO,RECB-A800E484913,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,35,29fe837b37583dccdc39e53a02a2e4febff28d8ceef54e4dff3cc5ae66d41e80
36,15489,20/10/2025,"R$ 2,36",PIX,RECB-297FB385E79,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,36,0c8342cb13e7fd3c963916013477d2304a6a709167fa370808e399562b332eaa
37,12266,11-24-2025,9620.04,PIX,RECB-9949A7AB4DB,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,37,c2c1062d796b9beed0c9c5954f7bca803e40a98ff32da9d11f365e2b21f95a93
38,33662,25/09/2024,"R$3466,24", BOLETO ,RECB-15DD62D2EAB,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,38,3f488b29c7bf78c79efb9663a209232bacdc93c10c3c3d0b75e3e2a08b2181f8
39,402,Nov 20 2025,1991.87,TRANSFERENCIA,RECB-E698FD292D4,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,39,eeee37f214ed46aa338702ef5062186d01e21c27a4b9ba32345592ac0f2aef44
40,6633,Dec 05 2024,"3.232,07",TRANSFERENCIA,RECB-8F9B1BEE28B,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,40,c3cc7c748f4db6ab00ffdb5948f34441b980c7c8011791ab98bf2960dfe40df3
41,11904,Sep 30 2025,4993.31,TED,RECB-8EAE727D162,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,41,20b60be215efed03053a07016d2edcf7b15753e5ea005a9c806242b6762bb677
42,10897,2024-03-06,"R$6580,43",PIX,RECB-9BA382806AE,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,42,fe22f2dfd93a8c51937a68bc6a72e004a1da3d8239363b7294bddd86ca31a421
43,6840,02-13-2024,6.611,PIX,RECB-DE5E3E99831,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,43,9e9cfcbb052d571c9548490eb462222b83b5c6f55d9d043b10199ccd3a7f9db8
44,38401,23-08-2025,2191.70,boleto,RECB-9A7F042442B,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,44,2f5988684b8a963c2954b07cb5095d918c677fc70652c56fe9019ff048a98b2c
45,39340,2025/10/08,2.52,BOLETO,RECB-B9E3DB6D1CF,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,45,11c62f1dd01f8ba2b06a8bf52df923fbeb50f86f4da678d15c89fe9dd5886d7d
46,9762,21/12/25,2.516,TED,RECB-F1FC2F3367A,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,46,edc41d8dd8323514476d52f16208f2882d039d22ac2abee233dc595927f5978d
47,1065,11-15-2024,2099,PIX,RECB-D35C01493F4,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,47,84716245b1e764bdb67676e7f059e0d6c092b387a5e9928c0d8e95cb39d3661a
48,33440,2025-10-28,"R$2939,00",pix,RECB-CAAD4C8CE5B,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,48,14eb33914a1af3941bf282ac58de14eb72d4dc1c1f0748c4e53114fa78d34e6e
49,23055,01/10/2025,2.589,PIX,RECB-D34E83C448C,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,49,83595ed14b57288b3cc859175e4c8fdbdf6dfe92f7641047740e033cfaa7706d
50,16738,Jun 15 2025,"R$ 2.865,44",BOLETO,RECB-2AEF5A05FCC,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,50,5611959a61a1b20a9f5a3f6f9de5f5a442bcf799589dbdbd22bc678294624a08
51,37949,Dec 24 2024,7.101,BOLETO,RECB-BABE499DFF9,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,51,3229c25c7614cd05450f3631d7ab5d8665a8de9130a5ec068faf9afc69bf8998
52,11813,2025-08-23,1.395,BOLETO,RECB-E6F94B38902,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,52,c15cd254e40db5970a88692bb77fd597f153c276abbb16fe57b159512483dd71
53,37929,09-19-2024,4.177,ted,RECB-1A9D89B21C6,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,53,e4e4128a116131c0b3165c051c41743bee45689aa32003a627ee53e030dcbb76
54,8132,Jun 22 2024,4367.14, BOLETO ,RECB-B9E2B37169A,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,54,f1221a33ae99d87f8f8b09763abee7a70a87590dc91f3976ddf2c2aeaae956d8
55,34361,03-14-2024,2624.00,DEPOSITO,RECB-EFA251571CB,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,55,2fc2a77e3ab5da1782c06d867e6b7ff1da8e807b24df01f9b47c663e196f5c3e
56,19713,May 17 2025,2482, TED ,RECB-CE40549C98E,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,56,a762f40cc3b31879cf367621fcdc00870c6633d5642443538468008bc55bbef5
57,30552,Jul 25 2025,5, TED ,RECB-DF5A61E557D,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,57,c11eb8efbaa821433a6a58a1b5b462840ccd77a967a433309b7b7c87c8b0fb67
58,7138,19/04/2025,"R$ 2,77",BOLETO,RECB-350DC4462AC,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,58,fcf1de65ffc7e4c968a29ab678adbc3c92595db2018b729f3ab9111a178188a4
59,14341,16/10/24,4303,BOLETO,RECB-688CC015794,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,59,842f358ef4b7e68c6c905df7f0ad2180051c391a86fce1ec1b2e9c915fe65352
60,16862,2025/12/19,"R$2,49",PIX,RECB-BC5ED667460,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,60,c295bf975f813917cad735926078be02b9831ae4c7ca9c2b94ed2f1b81fbacf0
61,10888,2024/04/14,"R$ 3.567,08",TED,RECB-962091BF037,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,61,6b1c9e1238ace2136e45f8d8adf4b651975e5e8905278178132d26cec4949fb2
62,11440,13/06/2025,1970,BOLETO,RECB-3EC767BA483,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,62,e1ba29da3d56b64a024cf821d3c8a502017beb26d6bae39cd25e08c0514790f6
63,13808,Apr 26 2024,"R$ 2.343,04",pix,RECB-E87648057AF,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,63,1bd61eab61eeaab469e64236b9866ee73a1615b7f58f5a00b7cb5c13e1019afa
64,1305,2024-12-07,2488.36,PIX,RECB-E9FF1701D96,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,64,26104b67331fdf5d82fd1c0a06e886cd5f2b338d96aa753ca8d111736bf088a5
65,19203,2025-12-10,943,TRANSFERENCIA,RECB-1C219FA20A2,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,65,06580d3d1d410e206d67ccb7d03a1c85f8b5a469a21e3488c0134adf5714a59d
66,23131,10-13-2024,1,transferencia,RECB-DE4D22F49C6,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,66,5c014859a3bac2a224f25c0258ed0bea4fe6d72c13108bdc2fab301c6b9cbced
67,27597,14-07-2025,"R$3882,96",BOLETO,RECB-3FEF13CB9BC,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,67,d47f3b5cdd7a849bd7a8d0160c5de5e609505b38aaa3c167ede1ca9d89f2fb78
68,30913,Feb 20 2025,1705,PIX,RECB-5C067531C1F,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,68,bf30f8bf4b2c96bcf4ccde0748451f659b914b8d8d2ff5db912d815b0840c113
69,1450,Aug 14 2024,"R$ 3.798,40",DEPOSITO,RECB-E81987C1C06,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,69,8f31efc3eb8b1248daf7c076ee381f579473ef2f0bb3d306a4b284254edc3b29
70,19585,12-23-2024,"1.957,24",PIX,RECB-A9559E22E8C,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,70,b1989a63631bfd7b3158ac67325e5aba18c1eb44cdde801177158715595aefde
71,4375,18/04/2024,5356.63, TED ,RECB-6F92D9CB892,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,71,fc59fcf0d9c8005ce4e52d647371cea95e85acd9597cd1a1b3b76f11020024ee
72,6449,17-07-2024,"2.952,19",PIX,RECB-F90A8B1505C,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,72,9efcca2456693676830b02701cf1d5dbaf33c9540c1c35075d4e8e2c52e02b36
73,34808,10-12-2024,"R$1,28",BOLETO,RECB-72CE07C5D08,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,73,d1d023d3f9203892e9bfee0552db691a0ad667d21f9e0fec2a05004d3a2bbd3e
74,21373,2024-08-30,"2.198,09",BOLETO,RECB-29EDF7660C6,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,74,e005917b470927185357039964e600805614b2c624d2798a66971095b6c038ec
75,14024,07-06-2024,4167.00,boleto,RECB-C59499D3C78,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,75,57f5c7056f3475193b48402e3e00a8c371c54eceb6a770c8f4a698018164fed8
76,29749,Dec 19 2025,"3.516,16",transferencia,RECB-F1F10640EF3,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,76,cbe6395890c3d8dbd2ab36f037e86a7ac415ff069675bb48887bf1dd693a13f6
77,7800,17-04-2025,"2.023,48",TED,RECB-F9703F874EB,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,77,8a4fb048f3920146552803e10a4146a8d778cc766db34cd9f93003222ea28925
78,29510,2025/12/20,"R$ 4,46",TRANSFERENCIA,RECB-AE14B407128,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,78,83faf0f211b87b2884558b37dede1da1aeea5610a080082a013ec6c1c2e4ac00
79,10985,2024-10-30,6920, TED ,RECB-C430627F6F4,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,79,2cde2fa222a76c06555d2a1ba18ae63702e727012ef8fb7018f649d062d07153
80,7128,2025/03/18,5755,TRANSFERENCIA,RECB-CE49520E9C3,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,80,2766dc71375f6b5a13b58463f34f4c45f932aa2b6b406961f610cc50cdb55ffa
81,10990,2024-10-05,19087,TRANSFERENCIA,RECB-23AAED78D2F,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,81,2867e31cb567b8c12220697c60fb9d833e317cfe01093b5e1a59e3f8da8f013c
82,1565,2025/05/21,3.989,TED,RECB-C0193461B24,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,82,b8e32cb76c453f0bd047ad36dc576ce7287cfcff5b23b9d07729e0162e32de8a
83,32485,06-18-2024,"4.277,00", BOLETO ,RECB-B2047C13397,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,83,77f6aada9170f911c0e88a5ef1a25979411ea6445c99378279ee1cec66e9cf7a
84,101,28/09/2025,4760,PIX,RECB-D491D9DEFAE,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,84,1847680b08ddef068d801b855198f8112234e0cd866c5fa08e42b06f63a89669
85,26971,Sep 11 2025,"R$1579,00",PIX,RECB-1508F888DBF,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,85,9edf1dd976ddc63b38bf110fb98c974a9a510a0270191c31b68da79c2e2b6885
86,29648,26/02/25,3.729, BOLETO ,RECB-2D37CED470C,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,86,c442f07a908bb18c283381e85373805be973392e7eaef4a007a83899440fd0c8
87,1285,Oct 23 2024,"R$ 6.531,70",PIX,RECB-FFB8EF228C3,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,87,1dc67a64761106d36141fd8cdc567746ea77538aa81dd068bf400703823638d1
88,4371,04-10-2024,6257,PIX,RECB-F5EDB8CC0FA,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,88,ded20b6924eaf86eb21832701ebc40f03638ac85464e3c70312319d35ffdebe3
89,9083,28/04/25,2215,BOLETO,RECB-C74DF70A950,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,89,183f55b1b29374b799603c6313af801d6edddfcce9b643bff52f8097e514650b
90,14575,Jul 10 2024,1647,BOLETO,RECB-9F3AC02709E,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,90,0105520e4c4e7dcc354f340cfd529cce1fddb9728d8fd8444665bf449b4363f7
91,11075,2025-05-15,"R$ 7.263,55",Boleto,RECB-7045E52CFBB,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,91,50fa038857ef7c033bde11a3b2d6198b6d553d857e5c1ff47dcd4bd99ea4cab7
92,20882,26-12-2024,3065,PIX,RECB-F0F12A07D33,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,92,c3194ded35fedd54c62ba307f343ba40571eadb56da626585d352a7282efebb6
93,5175,15-10-2024,1500,transferencia,RECB-788DE224341,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,93,c990965107dfe869b3e4e0806546c00575374e24559f4640d2f38abba3fdcc57
94,18643,25/11/24,"R$1,87",Transferencia,RECB-04D840721A0,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,94,1e17d809771dafc57d2fc999fcab81ddc55f746fe6a67ecfaa0ab374bff76b24
95,35589,07-18-2024,2.49,BOLETO,RECB-29F90C5EF70,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,95,a57d1e17a80062bff40b92eafa5d2cf3b486e54116a85e2fdeed0b27c1c6d942
96,1821,2025-05-26,"R$ 2.228,16",Pix,RECB-16CC1AF78E0,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,96,e32fdac849b404bd24e18a79c34b5a27aae60b5e4cf6b1f10200f86ae465d571
97,101,02/11/2025,2.474,PIX,RECB-D175F0E90AE,83ccf001-4c15-4f44-9c38-0d512efba514,2026-01-10T10:00:00.000Z,ERP_CORPORATIVO,recebimentos,97,0ebe34a8135700b6c481fcd42900b6cd5b3117cbc807d29d7cc3d2ce5c29d785
