id_pagamento_raw,id_transacao_raw,data_pagamento,valor_pago,metodo_pagamento,comprovante,ingestion_id,ingestion_ts,source_system,source_entity,row_seq,raw_row_hash
12,1931,2024-01-19,3180.36,BOLETO,COMP-D3E25A52ED50,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,12,2f6e914563063b477b75083d1d41a9352a56a3f4441e44d979c5cbc8d7ba2fd7
13,1932,2024-01-25,3520.02,CARTAO,COMP-722C7109FA70,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,13,e7e1095ba4a6f040ca50583282aa7177a3b8851efe12e1f90b48214a43b84d85
14,1934,2024-01-14,3042.82,CARTAO,COMP-398672402DE6,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,14,1182a46b72641bbd70dee3fbf013d27db864e069888f6df4eb775130e7c579ea
15,1937,2024-01-25,2915.28,BOLETO,COMP-295CE2764DF8,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,15,0f73f5de5550f0675f3f02d70e7bb96e23755944c5f691bc7a9ee39e8daac481
16,1941,2024-01-22,3420.66,TRANSFERENCIA,COMP-4C8296B498E9,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,16,4ce1f27c0496c6dd51ef2439adea7b11b3b344e2deefbaa1b7540e5df35bf8dc
17,1942,2024-01-19,2919.81,PIX,COMP-335A9A2BAD19,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,17,58c99872176ceacc141969e6ef692689bf1c92a0c4c32094dae41c2a22f93e97
18,1943,2024-01-13,3265.05,PIX,COMP-B397767BE0DE,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,18,735c90298dcbe12f6f7a1d5a96f087d1d502f1c50e1b8d852c9af818a292b9f6
19,1944,2024-01-17,2625.54,TED,COMP-A01FD9002E27,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,19,81c4580e9ce921dc382d742a96df97bc423c899b577522f15816ca413efd0853
20,1946,2024-01-18,3210.18,TRANSFERENCIA,COMP-3E4BEBD5B8F2,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,20,79db468a009d8284a1e1249a7ad215e973f8216f81077b5d179f70a2e86fef34
21,2450,2024-01-26,2967.44,TED,COMP-36F6926C5595,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,21,4b7d5238e4c39bbd2f629efcff0b4f160f2d06ab38acda26f79283f4a9bf7c7d
22,2459,2024-01-25,3849.7,TED,COMP-B1FC0F3C393E,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,22,db7c032bb0bbca67da3595df3c5453a550802c6c98bb4e3e52775ed7b4e8026a
23,2462,2024-01-20,3532.21,PIX,COMP-9D27C2766595,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,23,19045185400892db6522e82f6559cec1f6cec1c56f19bdcf75de30d55202400a
24,2463,2024-01-19,3986.08,CARTAO,COMP-FC665AE81E27,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,24,8a331d81b2927018edc1efba4a0dd20b46c6a98f60534b41b6b93963c4c18a8d
25,3475,2024-01-14,2182.31,TRANSFERENCIA,COMP-3E5809C2F97D,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,25,c28da5ba78c4c678e52b158a66584682cd146c9c98cfa52e4a730bce852bb85c
26,3476,2024-01-10,2446.33,TED,COMP-B0CB15A7EF28,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,26,d0228aae643ba9e9ad454c65923eea3debc312b66895b62107ac79e62871d4ea
27,3477,2024-01-24,2184.01,TRANSFERENCIA,COMP-AC231AE656AF,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,27,076d6dec7e7422948e414d5b7aae4e43cf82121215ac37ce5ee1a0a5ded87a4f
28,3478,2024-01-19,1918.69,TED,COMP-0D539D0CC72F,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,28,72810d5a3700fcf5442923bb611f9fd515bb4abf00a5680e45bccbb52f16fd60
29,3479,2024-01-15,2427.23,TRANSFERENCIA,COMP-652FF6173A19,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,29,e62dbe54bd7482987b866b92b2fe1ddf77f51f7b02f12d45da9c97145a6fa181
30,3480,2024-01-26,2853.23,BOLETO,COMP-DB56AFC87EAB,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,30,6e71ea062ac3beaeb447bda6d1a0e6cf3e43f2dc636c01051183322ca075d4c2
31,3481,2024-01-18,2057.36,TED,COMP-B1743E7022A8,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,31,fa35b4219994b465c6300af90d20bca9272312b24872a233a70b0f9c59e8bfde
32,3482,2024-01-27,2332.01,PIX,COMP-877FB043974E,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,32,f86bbfe9062543370f86cb5cb6dae3bef1417316b7ae575cf23dc9f64ffcafc2
33,3483,2024-01-26,2643.2,PIX,COMP-C8788BEDE24E,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,33,76059455cd3c4945f2772d1d847e62397e5e5ec2b9e4ce06f8c675175229a71c
34,3485,2024-01-16,2010.39,PIX,COMP-B65BE0EFF832,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,34,65e43df6e8177bcbd2936f5cce063d7520b6cf29ccf74723abc642658422f6dc
35,3487,2024-01-13,2691.37,TED,COMP-15172A7CB289,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,35,e6f5520c28b08aa2bea2bf2eaa0cf3d0c90365408716efd3a7690effd0883860
36,3488,2024-01-21,2204.19,TED,COMP-3083917B18A9,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,36,6790df46e1c49cb33aa4d8fbfb54f585807a9251e2be70f0d6966036aa4b8ee4
37,4347,2024-01-12,5116.45,TED,COMP-D18984126374,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,37,48bc3373960c9c5c30a236e946284b90c4df548ac941aee0e27c5fc527e7de3a
38,4350,2024-01-12,7015.1,PIX,COMP-C74DB56D30DE,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,38,b1ba100dff500219766b5ad2ffcd6ba49a497c741706152291331abf2e3ecfd7
39,4351,2024-01-21,6060.73,BOLETO,COMP-77405F2CF114,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,39,1e3251f61e0e3078e04e5ce5e21bf4202f64a8d17d67a9308f56d829b7e34546
40,4352,2024-01-12,7048.52,PIX,COMP-9840E8D1003F,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,40,d9a9b396d0f2adb610a064395cac8074e5ebe2a78567b9368b5d54bcc4f6dcfc
41,4353,2024-01-21,5554.9,TRANSFERENCIA,COMP-101F4A01A7C4,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,41,5cd824c6bf7aadd1be34044bfc63ea8a1b2f2d52691bc144b1ae297c794e2e88
42,5567,2024-01-18,4001.23,PIX,COMP-E723AE12C14F,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,42,585f35d64a5993080a9b1d10ae727673b350c35b95bec4eac752ce708a7c8e8f
43,5569,2024-01-27,3145.39,BOLETO,COMP-70BA14EABB54,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,43,13a49544b54ef9f1e74f04737f26417a0451ffc57544a248ed0d82d2e99f5ce9
44,5570,2024-01-19,3743.48,TED,COMP-3F06F88F60EC,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,44,f102c8f15179ed45b5ec464766e4a3edf8a750a4c3751a5cbfd3a43ac1e3ad18
45,5571,2024-01-10,3991.61,TED,COMP-A9857E29C676,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,45,af685eed14f269a7bf989ba8f3c1f8fe9845378628120202b5eed65acb25050b
46,5573,2024-01-28,3515.36,TED,COMP-9BB97B87E9A6,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,46,1301e7b11c1cf2ce0780f14cfe49376024025bf26b2cddb732c78f8fd13b0276
47,5575,2024-01-15,3595.4,BOLETO,COMP-F0612B0ED521,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,47,213ddcd241a54a504fc4e0760c5498aafc885a7574b4f7d002018fde9f3cadf6
48,5576,2024-01-20,3253.72,BOLETO,COMP-97A9901EE4B0,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,48,796e381d59ca4f673f39eb99d181ff9bb58b1aa52a2bc3a6bd73911203336c32
49,5578,2024-01-05,3542.52,BOLETO,COMP-004BE546B86B,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,49,9e01359f5fc89b2579de1bd01c3b45fa005b83d32fc5bf62ba2034dfbd98653f
50,5581,2024-01-09,4454.49,TRANSFERENCIA,COMP-9CC1694EFFBF,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,50,6c361b92de98b39c53a49e573b9a3fbe2c6d5ef6974fe575592a6429999f0715
51,5873,2024-01-25,2935.4,BOLETO,COMP-78BD7F680CEB,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,51,e4018f43e742a9431bebc4afcca160c3834d019024d64487aab55c4ce2e2ad7f
52,5876,2024-01-16,2884.86,TRANSFERENCIA,COMP-D14CBC8AFBF6,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,52,b779db6f2c83d95702e43dfa83b7f66d210552ac5632ba75d4d945d153822afe
53,5878,2024-01-20,3016.84,TRANSFERENCIA,COMP-084DE58A0FB4,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,53,6f9fff8149549d7e8e566a4776298845559c4e57924134a9f1949da2bebbd5e4
54,5880,2024-01-10,2862.46,TED,COMP-5EEC9A679D1B,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,54,e8f9a9aef35e6a4ac76fa0a660027db5eb0acd0b5063ae47d1acbb339f739a7a
55,5881,2024-01-24,3379.67,BOLETO,COMP-3715EB446AA7,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,55,abe528c5b55ec119c7a9b4042b79b1052a75fde8ee72f12d9a6c4e315568b504
56,5888,2024-01-14,3049.25,TRANSFERENCIA,COMP-A4D2AD51D833,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,56,b3352658a5fbb9db8e18c3b8c7fde7ac97526362759f5485c58b7938d6451c70
57,5889,2024-01-13,3624.3,BOLETO,COMP-9542D9566A26,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,57,de54ae735601b98587709ea8644909e853522aca706d85c275192b0c551e944d
58,6339,2024-01-09,2806.84,TED,COMP-184847DC7E9B,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,58,67da8b31f3141ea56cb621ae22f217c23965dabf56062ee344acd92ba1b8026f
59,6340,2024-01-15,3097.41,BOLETO,COMP-5DB766E02195,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,59,acd3f62c2d904235acb764d31009793916f5aa557123c34574229c2bcec61c1e
60,6342,2024-01-11,3037.32,PIX,COMP-58E0A892EE22,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,60,664dec7ce32d5eb969daf0053e746e9c271d13975cecca6dc23c4ddaf81deccd
61,6343,2024-01-27,2736.44,PIX,COMP-B84F037C2C45,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,61,81cb6e15f49a8f3153f480fdbecd985d09511bc2751e67dc26ea0c6099ef3a2e
62,6345,2024-01-18,2460.18,BOLETO,COMP-9162F7E14635,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,62,a9b35a8e4050ee57b3f0db253e5bcb34ff08984fb3b46e13028d68a58f2ba3df
63,6350,2024-01-24,2519.4,PIX,COMP-77A2CA4A69FA,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,63,dec48a322a4d8ca7e082e71c83a4b201cc2e2d00a1e8013b242c64dbde8ac46d
64,6353,2024-01-21,2707.58,CARTAO,COMP-11A2BB001CA4,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,64,11acb90737eeddc0abe8997cb7afe57f4945a81fdbc3b53f4139c5bdf151bedd
65,6354,2024-01-11,3197.0,PIX,COMP-E342E9750633,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,65,8386db36712fd978bbafcb27fd5e21985aee6d3ea06fcbc11ecc3b69667040f0
66,6355,2024-01-26,2752.14,PIX,COMP-746CDEC471E9,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,66,80c1b3b2739c9233d6a600e91fd581a9f5e53d37fb05716a83561331a73dde77
67,6356,2024-01-10,3260.11,BOLETO,COMP-11259910AE19,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,67,f5068ed710c5a0c9abed1524f6a5c3b0f203223ebeb5e5319219d16fa8a81b44
68,6359,2024-01-06,3580.38,CARTAO,COMP-9B086A161D9B,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,68,840336f625c2f4a2096ee8303d84e793e693722c557be3dc67a35c13159992b4
69,6360,2024-01-19,2921.7,BOLETO,COMP-34E1937DC5C4,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,69,b0da08c6d438aa230c3eb08175483723ec632d2f99d89cffaba3611f3f6c3114
70,6363,2024-01-17,7774.6,TRANSFERENCIA,COMP-CBA2FED669A9,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,70,4d454262e0a69f0aa43aa0b7250109e89688b700c28c56c395c3c82c4be24822
71,6365,2024-01-25,3328.77,TRANSFERENCIA,COMP-0F850013C52A,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,71,2229dcaf4096bbfd16a202edd66188dea368f3ca09762e0df4f85feebcf52b0e
72,6366,2024-01-14,3258.44,BOLETO,COMP-5C2778303F6C,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,72,c483d1146fed4ee8b1118df6f4621773913b95aed4b85c519f9611dd9127ff1e
73,6368,2024-01-08,10365.75,TED,COMP-41F97558C3DA,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,73,a92086034d31c3f4411f8247766acf3428bbe8e04c5fa6c8c44d8226ffcffb74
74,7249,2024-01-15,1903.24,TRANSFERENCIA,COMP-D8DC3B432FD8,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,74,a972778504b2a96f78c3e1f7379317a04a6a00a0e88b29da14127f16b44cde96
75,7250,2024-01-21,2098.11,TED,COMP-925430FC7FEC,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,75,b5148829f4a14a62a34c74231b0da60a9eb647b6fc9c7dd50a4f7fe60427f557
76,7251,2024-01-05,2012.79,BOLETO,COMP-1E392BD16F06,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,76,86dac7f61774c6948a7913deeb44c23d7cb19b008fdba3ce6b0f41167aa2520a
77,7252,2024-01-22,2071.04,CARTAO,COMP-03FD0FF19FEE,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,77,ae35dfb34824db66516c2e1431c3788434f5f2a4373366db88d057f46efcb3a6
78,7253,2024-01-21,2052.93,PIX,COMP-BC9EDD4BA030,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,78,8dfb980882b4b62d1c56109ea50b77c1dd1df43c61b35eb0598626df9a4ebb73
79,7256,2024-01-12,1876.28,TED,COMP-73B55F827503,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,79,d49abac15a3cff11272ab043baa4aa6d1710f9c004c9925729c72fce5e2539d5
80,7257,2024-01-13,2103.23,TRANSFERENCIA,COMP-4F9FD31CC84B,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,80,1dc8a113f06d74da6945c290984ec27981712566f5ffcbd744741b3184c7f637
81,7259,2024-01-26,1817.72,PIX,COMP-CD39F57D6511,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,81,60811c7c506e79185b91536435728dedccdf6510a5fa991e147c917001f2e249
82,8336,2024-01-23,2821.46,TED,COMP-D75CCC410964,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,82,f9f90763ae2146ff951f60670d52a63ae543657546d213edede045f0094f935a
83,8337,2024-01-21,2836.43,TED,COMP-9574E7E3A56E,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,83,14f8ed2987f4672fc0875cae8d29d9693af40b6f1caf3e5fcb091579aee16d76
84,8338,2024-01-27,2741.08,PIX,COMP-FA419CDAE766,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,84,af63c7ab72fdf65c63becdb7c6408fedc5cf9ddb48a78f55462e10a50322ec57
85,8339,2024-01-20,2434.64,TRANSFERENCIA,COMP-F84B28D0273F,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,85,6f7db8a51f12ed1f2d76f5e860d2a1a2937fe36babdab387125fe69a85a4fbec
86,8342,2024-01-10,2777.48,TED,COMP-C9707AF6AE79,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,86,b170f8fab0f4545085d3e40ab89f1ebe7f0cb805f308e1a2648231fb29e639b5
87,8346,2024-01-25,3061.13,TED,COMP-E59C19045216,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,87,46497ef53c403fdf0eaeadeda8fadcb71581168e1afcfa144a63cae612ad6ebb
88,8347,2024-01-15,2724.65,TED,COMP-3675004B3473,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,88,e5b2871e9524113e55d4e88e3e8b60fdb80790e91c401924809a91e2f609665a
89,8348,2024-01-08,2788.86,PIX,COMP-31FB343337EA,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,89,c472cad77194f6cf4b2eae4605c8bb2a7bf34638ac25b3e4ce99e5384368188c
90,8350,2024-01-30,2548.85,PIX,COMP-DBC2A3FE2462,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,90,ba277e66ffe7137a58ad0820b11fa137e8bd8a8ee1d243cd8486d79e0525af7b
91,8351,2024-01-21,2276.86,TED,COMP-14C9743E2262,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,91,d381df30d3946a4f8008c9982aec2c2e2ecb80db5167b5e007a8f1e2ce871116
92,9434,2024-01-06,6913.49,TRANSFERENCIA,COMP-582BE996B1D4,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,92,74ec018caf6030d79cac4ba4da43c627b068f5bb44d7110c4ca8b02e6e16b968
93,9598,2024-01-18,5801.53,TED,COMP-BA9853377724,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,93,35f7053ef85355cf2570e9f9a0b1874fac618bca86a5abe37cc7ba5fe82945c8
94,10518,2024-01-09,1505.91,PIX,COMP-F231190CAD99,10bc98d1-da48-4750-9c17-bbdb1c75d6e2,2026-01-10T09:30:00.000Z,ERP_CORPORATIVO,pagamentos,94,72855c9ccb0cd4c4086d3f8a18fae885e7de11d672a0f75e3fe96960c67c275e
